ID,Question Number,Share Context,Share Image,Question Text,Image,Options,Answer,Explanation,人员,QA Type,Question Type,Level of Difficulty,Knowledge Topics,General Topics,Book Label
2434,25,,,"Suppose an investor expects that the 1-year rate will remain at 5% for the first year for a
2-year zero-coupon bond. In addition, the investor estimates a 50% probability that 1-year spot
rates will be 6% in one year and a 50% probability that 1-year spot rates will be 4% in one
year. Which of the following inequalities most accurately reflects the convexity effect for
this 2-year bond using Jensen's inequality formula?",,"{'A': '$0.95247 >\\n$0.95238.', 'B': '$0.91584 >\\n$0.91575.', 'C': '$0.90711 >\\n$0.90703.', 'D': '$0.89856 >\\n$0.89847.'}",C,"$$
E\left[\frac{\$1}{(1+r)} \right] = 0.5 \times \frac{\$1}{(1.06)} + 0.5 \times \frac{\$1}{(1.04)} = 0.5 \times \$0.94340 + 0.5 \times \$0.96154 = \$0.95247
$$

$$
\frac{\$1}{0.5 \times 1.06 + 0.5 \times 1.04} = \frac{\$1}{1.05} = 0.95238
$$

$$
\left(\frac{1}{(1.05)^2}\right) = 0.90703
$$

Thus, Jensen’s inequality reveals that $0.90711 > 0.90703$.",海州,Math reasoning QA,text only,Hard,"Bond Pricing, Jensen's Inequality, Convexity Effect",Market Risk Measurement and Management,Market Risk Measurement and Management2
2438,29,,,"A portfolio manager owns a portfolio of options on a non-dividend paying stock RTX. The
portfolio is made up of 10,000 deep in-the-money call options on RTX and 50,000 deep out-of-
money call options on RTX. The portfolio also contains 20,000 forward contracts on RTX. RTX is
trading at USD 100. If the volatility of RTX is 30% per year, which of the following amounts
would be closest to the 1-day VaR of the portfolio at the 95 percent confidence level, assuming
252 trading days in a year?",,"{'A': 'USD 932', 'B': 'USD 92,263', 'C': 'USD 111,122', 'D': 'USD 131,892'}",B,"$$
\alpha \times S \times \Delta \times \sigma \times \text{sqrt}(1/T) = 1.645 \times 100 \times 30,000 \times 0.30 \times \text{sqrt}(1/252) = 93,263
$$",海州,Math reasoning QA,text only,Hard,"Value at Risk (VaR) calculations, Option pricing and Greeks, Portfolio risk management",Market Risk Measurement and Management,Market Risk Measurement and Management2
2447,38,,,"A trader has an option position in crude oil with a delta of 100000 barrels and gamma of -
50000 barrels per dollar move in price. Using the delta-gamma methodology, compute the VaR on
this position, assuming the extreme move on crude oil is $2.00 per barrel.",,"{'A': '$100,000', 'B': '$200,000', 'C': '$300,000', 'D': '$400,000'}",C,"$$
VAR(df) = \Delta \times VAR(dS) + (1 / 2) \Gamma \times VAR(dS)^2
$$

$$
VAR(df) = 100000 \times (-2.00) + (1 / 2) (-50000) \times (-2.00)^2 = -\$300{,}000
$$
",海州,Math reasoning QA,text only,Hard,"Delta-Gamma VaR, Option Greeks, Extreme Value Theory",Market Risk Measurement and Management,Market Risk Measurement and Management2
2449,40,,,"The following decision tree of expected 1-year rates is for a 2-year zero-coupon bond with a
face value of $1. 
 
 
Suppose that investors are risk averse and require a risk premium of 30 basis points for each
year of interest rate risk. What is the investor's expected or required return for a 2-year
zero-coupon bond with a face value of $1 using the expected 1-year rates in the decision tree?",./dataset/images/MarketRiskMeasurementandManagement2_images/40u.png,"{'A': '2.7%.', 'B': '3.0%.', 'C': '3.3%.', 'D': '3.6%.'}",C,"$$
\$0.93995 = \frac{\left[\frac{\$1}{1.043} + \frac{\$1}{1.023}\right]/2}{1.03} = \frac{[\$0.95877 + \$0.97752]/2}{1.03}
$$

$$
\left[ \frac{\$1}{1.04} - \frac{\$1}{1.02} \right] - \$0.93995 = \frac{0.96154 + 0.98039}{2} - \$0.93995 = \frac{0.97097 - 0.93995}{0.93995} = 0.033
$$",海州,Math reasoning QA,text only,Hard,"Interest Rate Risk, Risk Premium, Decision Tree Analysis",Market Risk Measurement and Management,Market Risk Measurement and Management2
2450,41,,,"An analyst is modeling spot rate changes using short rate term structure models. The current
short-term interest rate is 5% with a volatility of 80 bps. After one month passes the
realization of dω, a normally distributed random variable with mean 0 and standard deviation 
, is -0.5. Assume a constant interest rate drift, λ, of 0.36%. What should the analyst compute
as the new spot rate?",,"{'A': '5.37%', 'B': '4.63%', 'C': '5.76%', 'D': '0.0424'}",B,"$$
dr = \lambda dt + \sigma d\omega
$$

The function is: $dr = (0.36\%/12) + (0.8*(-0.5)) = -0.37\% = -37\,\text{bps}$.

Since the initial short-term rate was $5\%$ and $dr$ is $-0.37\%$, the new spot rate in one month is: $5\% - 0.37\% = 4.63\%$ (1).",海州,Math reasoning QA,text only,Hard,"Short Rate Models, Term Structure of Interest Rates, Stochastic Processes",Market Risk Measurement and Management,Market Risk Measurement and Management2
2454,45,,,"A European put option has two years to expiration and a strike price of $101.00. The
underlying is a 7% annual coupon bond with three years to maturity. Assume that the risk-
neutral probability of an up move is 0.76 in year 1 and 0.60 in year 2. The current interest
rate is 3.00%. At the end of year 1, the rate will either be 5.99% or 4.44%. If the rate in
year 1 is 5.99%, it will either rise to 8.56% or rise to 6.34% in year 2. If the rate in one
year is 4.44%, it will either rise to 6.34% or rise to 4.70%. The value of the put option today
is closet to:",,"{'A': '$1.17', 'B': '$1.30', 'C': '$1.49', 'D': '$1.98'}",A,"$$
\frac{(2.44 \times 0.6) + (0.38 \times 0.4)}{1.0599} = 1.52
$$

$$
\frac{(0.38 \times 0.6) + (0.00 \times 0.4)}{1.0444} = 0.22
$$

$$
\frac{(1.52 \times 0.76) + (0.22 \times 0.24)}{1.0300} = 1.17
$$",海州,Math reasoning QA,text only,Hard,"Binomial interest rate tree models, European options pricing, Bond valuation",Market Risk Measurement and Management,Market Risk Measurement and Management2
2455,46,,,"An six-monthn analyst is using the delta-normal method to determine the VaR of a fixed
income portfolio. The portfolio contains a long position in 1-year bonds with a $1 million face
value and a 6% coupon that is paid semi-annually. The interest rates and twelve-month maturity
zero-coupon bonds are, respectively, 2% and 2.5%. Mapping the long position to standard
positions in the six-month and twelve-month zeros, respectively, provides which of the
following mapped positions?",,"{'A': '$30,000 and 1,030,000', 'B': '$29,500 and 975,610', 'C': '$29,703 and 1,004,878', 'D': '$30,300 and 1,035,000'}",C,"$$
X_{\text{six}} = \frac{30,000}{1 + (0.02 / 2)} = 29,703
$$

$$
X_{\text{twelve}} = \frac{1,030,000}{1 + (0.025)} = 1,004,878
$$",海州,Math reasoning QA,text only,Hard,"Value-at-Risk (VaR), Delta-normal method, Fixed income instruments",Market Risk Measurement and Management,Market Risk Measurement and Management2
2459,50,,,"The peaks-over-threshold (POT) approach is used by a firm to apply extreme value theory
(EVT) to the distribution of excess losses over a high threshold. The firm estimated the
following parameter values: distribution scale parameter = 0.90, distribution shape parameter =
0.15, threshold = 1%, and number of observations that exceed threshold / threshold = 5%.
Compute the 1% VaR in percentage terms and the corresponding expected shortfall measure.",,"{'A': 'VaR = 2.64%, and ES = 3.98%.', 'B': 'VaR = 2.51%, and ES = 3.54%.', 'C': 'VaR = 2.27%, and ES = 3.21%.', 'D': 'VaR = 2.19%, and ES = 3.12%.'}",A,"$$
VaR = 1 + \frac{0.9}{0.15} \left[ \left( \frac{1}{0.05} (1 - 0.99) \right)^{0.15} - 1 \right] = 2.638\%
$$

$$
ES = \frac{2.638}{1 - 0.15} + \frac{0.9 - 0.15 \times 1}{1 - 0.15} = 3.98\%
$$",海州,Math reasoning QA,text only,Hard,"Peaks-over-threshold (POT) approach, Extreme value theory (EVT), Value at Risk (VaR) and Expected Shortfall (ES)",Market Risk Measurement and Management,Market Risk Measurement and Management2
2536,20,,,"Bonds rated B have a 25% chance of default in five years. Bonds rated CCC have a 40% chance of default in five years. A portfolio consists of 30% B and 70% CCC-rated bonds. If a randomly selected bond defaults in a five-year period, what is the probability that it was a B-rated bond?",,"{'A': ' 0.625', 'B': ' 0.211', 'C': ' 0.429', 'D': ' 0.250'}",B,"$$P(B|\text{default}) = \frac{P(\text{default}|B) \times P(B)}{P(\text{default})} 

 where: 
 P(\text{default}|B) = 0.250, 
 P(B) = 0.300, 
 P(\text{default}|CCC) = 0.400, 
 P(CCC) = 0.700. 

 P(\text{default}) = P(\text{default}|B) \times P(B) + P(\text{default}|CCC) \times P(CCC) = 0.075 + 0.280 = 0.355$$ 

 Finally, P(B|\text{default}) = \frac{0.075}{0.355} = 0.211$$.",醇厚,Math reasoning QA,text only,Easy,"Bayes' theorem, probability, default risk, bonds",Quantitative Methods,Quantitative Analysis1
2555,39,,,The return on a portfolio is normally distributed with an expected rate of return of 10% and a standard deviation of 20%. What is the probability that the return will be between 0% and 5%?,,"{'A': ' 7%', 'B': ' 9%', 'C': ' 11%', 'D': ' 13%'}",B,"$$ With a mean of 10% and standard deviation of 20%, the value of 0% would be: 

\frac{0\% - 10\%}{20\%} = -0.5 standard deviations from the mean. The value of 5% would be: 

\frac{5\% - 10\%}{20\%} = -0.25 standard deviations from the mean. Referring to the normal distribution tables, the area between the mean (10%) and 0% is approximately 0.1915, and the area between the mean and 5% is approximately 0.0987. The difference is approximately 0.0928 or 9.28%, which rounds to 9%. $$",醇厚,Math reasoning QA,text only,Easy,"normal distribution, portfolio returns, probability",Quantitative Methods,Quantitative Analysis1
2873,17,,,"An analyst gathers the following information for a market-capitalization-weighted index
comprised of securities MNO, QRS, and XYZ:
The total return of the index is:",,"{'A': '1.04%.', 'B': '–5.35%.', 'C': '–10.23%.'}",B,"B is correct. 

| **Security** | **Beginning of Period Price (¥)** | **End of Period Price (¥)** | **Dividends per Share (¥)** | **Shares Outstanding** |
|--------------|-----------------------------------|-----------------------------|-----------------------------|------------------------|
| MNO          | 2,500                             | 2,700                       | 100                         | 5,000                  |
| QRS          | 3,500                             | 2,500                       | 150                         | 7,500                  |
| XYZ          | 1,500                             | 1,600                       | 100                         | 10,000                 |

The total return of the market-capitalization-weighted index is
calculated below:

| **Security** | **Beginning of Period Value (¥)** | **End of Period Value (¥)** | **Total Dividends (¥)** | **Total Return (%)** |
|--------------|-----------------------------------|-----------------------------|-------------------------|----------------------|
| MNO          | 12,500,000                        | 13,500,000                  | 500,000                 | 12.00                |
| QRS          | 26,250,000                        | 18,750,000                  | 1,125,000               | -24.29               |
| XYZ          | 15,000,000                        | 16,000,000                  | 1,000,000               | 13.33                |
| **Total**    | 53,750,000                        | 48,250,000                  | 2,625,000               | -5.35                |

 
中文： B是正确的，总回报率计算的时候需要加上期间收益。 将MNO,ORS,XYZ三者的期初市值，期末市值以
及期间的股利都分别求和。 期末-期初＋股利/期初=（48250000-53750000＋2625000）/53750000= -5.35%",嘉辰,Math reasoning QA,text+image,Easy,"Market-Capitalization-Weighted Index, Total Return Calculation, Index Performance Evaluation",Equity Investments,level1_权益
3001,145,,,"An analyst has prepared a table of the average trailing twelve-month price-to-earning
(P/E), price-to-cash flow (P/CF), and price-to-sales (P/S) for the Tanaka Corporation for the
years 2014 to 2017.
As of the date of the valuation in 2018, the trailing twelve-month P/E, P/CF, and P/S are,
respectively, 9.2, 8.0, and 2.5. Based on the information provided, the analyst may reasonably
conclude that Tanaka shares are most likely:",,"{'A': 'overvalued.', 'B': 'undervalued.', 'C': 'fairly valued.'}",A,"A is correct. Tanaka shares are most likely overvalued. As the table below shows,
all the 2018 multiples are currently above their 2014–2017 averages.
 A是正确的。Tanaka的股票很可能被高估了。所有2018年的倍数目前均高于2014-2017年的平均值。

| **Year** | **P/E** | **P/CF** | **P/S** |
|----------|---------|----------|---------|
| 2014     | 4.9     | 5.4      | 1.2     |
| 2015     | 6.1     | 8.6      | 1.5     |
| 2016     | 8.3     | 7.3      | 1.9     |
| 2017     | 9.2     | 7.9      | 2.3     |


| **Year**  | **P/E** | **P/CF** | **P/R** |
|-----------|---------|----------|---------|
| 2014      | 4.9     | 5.4      | 1.2     |
| 2015      | 6.1     | 8.6      | 1.5     |
| 2016      | 8.3     | 7.3      | 1.9     |
| 2017      | 9.2     | 7.9      | 2.3     |
| **Average** | 7.1     | 7.3      | 1.7     |",嘉辰,Knowledge reasoning QA,text+image,Easy,"Financial Ratios Analysis, Equity Valuation, Market Indicators",Equity Investments,level1_权益
3004,148,,,"Hideki Corporation has just paid a dividend of ￥450 per share. Annual dividends are
expected to grow at the rate of 4 percent per year over the next four years. At the end of four
years, shares of Hideki Corporation are expected to sell for ￥9000. If the required rate of
return is 12 percent, the intrinsic value of a share of Hideki Corporation is closest to:",,"{'A': '￥5,850.', 'B': '￥7,220.', 'C': '￥7,670.'}",B,"$
V_0 = \frac{D_1}{(1 + r)} + \frac{D_2}{(1 + r)^2} + \frac{D_3}{(1 + r)^3} + \frac{D_4}{(1 + r)^4} + \frac{P_4}{(1 + r)^4}
$

$
= \frac{468}{(1.12)} + \frac{486.72}{(1.12)^2} + \frac{506.19}{(1.12)^3} + \frac{526.44}{(1.12)^4} + \frac{9000}{(1.12)^4}
$

$
= ¥7,220
$",嘉辰,Math reasoning QA,text+image,Easy,"Dividend Discount Model (DDM), Time Value of Money, Required Rate of Return",Equity Investments,level1_权益
3013,157,,,"An analyst gathers the following information about similar companies in the banking sector:
 
 Which of the companies is most likely to be undervalued?",,"{'A': 'First Bank.', 'B': 'Prime Bank.', 'C': 'Pioneer Trust.'}",C,"英文 C is correct. Relative to the others, Pioneer Trust has the lowest P/E
multiple and the P/B multiple is tied for the lowest with Prime Bank. Given the law of one
price, similar companies should trade at similar P/B and P/E levels. Thus, based on the
information presented, Pioneer is most likely to be undervalued. 中文 C是正确的。Pioneer信托的
市盈率最低，与Prime Bank的市盈率相同。考虑到一价定律，类似的公司应该在相似的市净率和市盈率水平
上进行交易。因此，根据所提供的信息，Pioneer最有可能被低估。

|        | **First Bank** | **Prime Bank** | **Pioneer Trust** |
|--------|----------------|----------------|-------------------|
| **P/B**| 1.10           | 0.60           | 0.60              |
| **P/E**| 8.40           | 11.10          | 8.30              |",嘉辰,Knowledge reasoning QA,text+image,Easy,"Law of One Price, Price-to-Earnings Ratio (P/E), Price-to-Book Ratio (P/B)",Equity Investments,level1_权益
3025,4,,,"Suppose an investor expects that the 1-year rate will remain at 6% for the first year for a
2-year zero-coupon bond. The investor also projects a 50% probability that the 1-year spot rate
will be 8% in one year and a 50% probability that the 1-year spot rate will be 4% in one year.
Which of the following inequalities most accurately reflects the convexity effect for this 2-
year bond using Jensen’s inequality formula?",,"{'A': '$0.89031 > $0.89000', 'B': '$0.89000 > $0.80000', 'C': '$0.94340 > $0.89031', 'D': '$0.94373 > $0.94340'}",A,"$$
E \left( \frac{1}{1+r} \right) > \frac{1}{E(1+r)}
$$

$$
E \left( \frac{1}{1+r} \right) = 0.5 \times \frac{1}{1.08} + 0.5 \times \frac{1}{1.04} = 0.94373 \implies \frac{0.94373}{1.06} = 0.89031
$$

$$
\frac{1}{E(1+r)} = \frac{1}{0.5 \times 1.08 + 0.5 \times 1.04} = 0.94340 \implies \frac{0.94340}{1.06} = 0.89000
$$",醇厚,Math reasoning QA,text only,Easy,"Term Structure of Interest Rates, Convexity, Jensen's Inequality",Market Risk Measurement and Management,Market Risk Measurement and Management1
3026,5,,,"A risk-free zero-coupon bond with a face value of USD 1,000 and a maturity of one year is
being traded at a price of USD 941. The current risk-free 6-month interest rate is 6%. An
analyst uses a simple two-period risk-neutral binomial pricing model that assumes the risk-free
6-month interest rate in 6 months will be either 6.5% or 5.5%. The risk-neutral probability
model suggests that:",,"{'A': 'The 6-month risk-free interest rate is equally likely to decrease to 5.5%', 'B': 'The 6-month risk-free interest rate is more likely to decrease to 5.5% than to increases to\n6.5%.', 'C': 'The 6-month risk-free interest rate is less likely to decrease to 5.5% than to increase to\n6.5%.', 'D': 'There is insufficient information to determine the risk-neutral probabilities.'}",C,"$$
\frac{1000}{\left(1 + \frac{6.5\%}{2}\right)} \times p + \frac{1000}{\left(1 + \frac{5.5\%}{2}\right)} \times (1 - p) = 941 \times \left(1 + \frac{6\%}{2}\right)
$$

$$
p = 85\%
$$",醇厚,Math reasoning QA,text only,Easy,"Binomial pricing model, Risk-neutral valuation, Interest rate modeling.",Market Risk Measurement and Management,Market Risk Measurement and Management1
3027,6,,,"An investor expects the current 1-year rate for a zero-coupon bond to remain at 6%, the 1-
year rate next year to be 8%, and the 1-year rate in two years to be 10%. What is the 3-year
spot rate for a zero-coupon bond with a face value of $1, assuming all investors have the same
expectations of future 1-year rates for zero-coupon bonds?",,"{'A': '7.888%', 'B': '7.988%', 'C': '8.000%', 'D': '8.088%'}",B,"$$ 
\frac{\$1}{1.06 \times 1.08 \times 1.10} = \frac{\$1}{(1 + r_3)^3} 
$$

$$ 
\Rightarrow r_3 = \sqrt[3]{\frac{1}{1.06 \times 1.08 \times 1.10}} - 1 = 7.988\% 
$$",醇厚,Math reasoning QA,text only,Easy,"Term Structure of Interest Rates, Yield Curve, Spot Rates",Market Risk Measurement and Management,Market Risk Measurement and Management1
3029,8,,,"An analyst is employing the Cox-Ingersoll-Ross model for the short-term rate process. His
assumptions include:
Ⅰ. t = 1/12
Ⅱ. r0 = 1.00%
Ⅲ. σ=2.50%
Ⅳ. central tendency = 8.00%
Ⅴ. speed of mean reversion = 0.60
Ⅵ. For the first month, dω=0.160
 
What is the short-rate in the first month under this CIR process?",,"{'A': '-0.250%', 'B': '0.444%', 'C': '1.390%', 'D': '2.172%'}",C,"$$
r_0 + k(\theta - r)dt + \sigma\sqrt{r}d\omega = 1\% + 0.6 \times \frac{8\% - 1\%}{12} + 2.5\% \times \sqrt{1\%} \times 0.16 = 1.39\%
$$",醇厚,Math reasoning QA,text only,Easy,"Interest Rate Models, Stochastic Processes, Mean Reversion",Market Risk Measurement and Management,Market Risk Measurement and Management1
3032,11,,,"Suppose investors have interest rate expectations as illustrated in the decision tree below
where the 1-year rate is expected to be 8%, 6%, or 4% in the second year and either 7% or 5% in
the first year for a zero-coupon bond.
 
If investors are risk-neutral, what is the price of a $1 face value 2-year zero-coupon bond
today?",./dataset/images/MarketRiskMeasurementandManagement1_images/11u.png,"{'A': '$0.88113.', 'B': '$0.88634.', 'C': '$0.89007.', 'D': '$0.89032'}",C,"$$
p = \left( \frac{1}{1.07} \times 0.5 + \frac{1}{1.05} \times 0.5 \right) / 1.06 = 0.89007
$$",醇厚,Math reasoning QA,text only,Easy,"Interest Rate Expectations, Zero-Coupon Bonds, Risk-Neutral Pricing",Market Risk Measurement and Management,Market Risk Measurement and Management1
3035,14,,,"Using Model 1, assume the current short-term interest rate is 5%, annual volatility is
80bps, and dω, a normally distribution random variable with mean 0 and standard deviation
√dt, has an expected value of zero. After one month, the realization of dω is -0.5. What is
the change in the spot rate and the new spot rate?",,"{'A': '0.40% （Change in Spot）； 5.40%（New Spot Rate）', 'B': '-0.40%（Change in Spot） ； 4.60%（New Spot Rate）', 'C': '0.80% （Change in Spot）； 5.80%（New Spot Rate）', 'D': '-0.80%（Change in Spot） ； 4.20%（New Spot Rate）'}",B,"$$
dr = \sigma dw = 0.8\% \times (-0.5) = -0.4\%
$$

$$
r_1 = r_0 + dr = 5\% - 0.04\% = 4.6\%
$$",醇厚,Math reasoning QA,text only,Easy,"Interest Rate Models, Stochastic Processes, Volatility",Market Risk Measurement and Management,Market Risk Measurement and Management1
3037,16,,,"Using the Vasicek model, assume a current short-term rate of 6.2% and an annual volatility
of the interest rate process of 2.5%. Also assume that the long-run mean-reverting level is
13.2% with a speed of adjustment of 0.4. Within a binomial interest rate tree, what are the
upper and lower node rates after the first month?",,"{'A': '(Upper node)6.67%,(Lower node)5.71%', 'B': '(Upper node)6.67%,(Lower node)6.24%', 'C': '(Upper node)7.16%,(Lower node)6.24%', 'D': '(Upper node)7.16%\\t\\t,(Lower node)5.71%'}",D,"$$
\text{upper node} = 6.2\% + \frac{(0.4)(13.2\% - 6.2\%)}{12} + \frac{2.5\%}{\sqrt{12}} = 7.16\%
$$

$$
\text{lower node} = 6.2\% + \frac{(0.4)(13.2\% - 6.2\%)}{12} - \frac{2.5\%}{\sqrt{12}} = 5.71\%
$$",醇厚,Math reasoning QA,text only,Easy,"Interest Rate Modeling, Binomial Interest Rate Trees, Vasicek Model",Market Risk Measurement and Management,Market Risk Measurement and Management1
3044,23,,,"An analyst is building a short-term interest rate tree according to the Vasicek Model which
is characterized by mean reversion. t = 1/12. The current short-term rate is 8.00%. The annual
volatility is 200bps. The central tendency is 3.00%. The speed of mean reversion is equal to
0.60. Here is his rate tree:
 
 
 
 
What is the value in the Vasicek tree for Rud?",./dataset/images/MarketRiskMeasurementandManagement1_images/23u.png,"{'A': '6.833%', 'B': '7.513%', 'C': '8.019%', 'D': '9.225%'}",B,"$$
r_{ud} = r_{u} + k(\theta - r_{u}) dt - \sigma \sqrt{dt} = 8.3274\% + 0.6 \times \frac{3\% - 8.3274\%}{12} - 0.02 \times \sqrt{\frac{1}{12}} = 7.484\%
$$

$$
r_{du} = r_{d} + k(\theta - r_{d}) dt + \sigma \sqrt{dt} = 7.1726\% + 0.6 \times \frac{3\% - 7.1726\%}{12} + 0.02 \times \sqrt{\frac{1}{12}} = 7.541\%
$$

$$
\Rightarrow \frac{7.484\% + 7.541\%}{2} = 7.513\%
$$",醇厚,Math reasoning QA,text only,Easy,"Mean Reversion, Vasicek Model, Interest Rate Volatility",Market Risk Measurement and Management,Market Risk Measurement and Management1
3055,34,,,"Suppose a creditor makes a $4 million loan to company X and a $4 million loan to company Y.
Based on historical information of companies in this industry, companies X and Y each have a 7%
default probability and a default correlation coefficient of 0.6. The expected loss for this
creditor under the worst case scenario assuming loss given default is 100% is closest to:",,"{'A': '$280,150.', 'B': '$351,680.', 'C': '$439,600.', 'D': '$560,430.'}",B,"$$
P(AB) = 0.6\sqrt{0.07(0.93) \times 0.07(0.93)} + 0.07 \times 0.07 
$$

$$
 = 0.6\sqrt{0.00424} + 0.0049 = 0.04396 
$$

Thus, the expected loss for the worst case scenario for the creditor is:
$EL = 0.04396 \times 8,000,000 = 351,680$",醇厚,Math reasoning QA,text only,Easy,"Credit Risk, Default Correlation, Expected Loss Calculation",Market Risk Measurement and Management,Market Risk Measurement and Management1
3065,44,,,"Suppose an individual buys a correlation swap with a fixed correlation of 0.2 and a notional
value of $1 million for one year. The realized pairwise correlations of the daily log returns
at maturity for three assets are ρ1,2= 0.7, ρ3,1 = 0.2, and ρ3,2 = 0.3. What is the
correlation swap buyer's payoff at maturity?",,"{'A': '$100,000.', 'B': '$200,000.', 'C': '$300,000.', 'D': '$400,000.'}",B,"$$
\rho_{realized} = \frac{2}{3^2 - 3} \times (0.7 + 0.2 + 0.3) = 0.4
$$

The payoff for the correlation buyer is then calculated as: $1,000,000 * (0.4 - 0.2) = $200,000",醇厚,Math reasoning QA,text only,Easy,"Correlation derivatives, Derivative pricing, Financial instruments",Market Risk Measurement and Management,Market Risk Measurement and Management1
3068,47,,,"Assume that a trader is making a relative value trade, selling a U.S. Treasury bond and
correspondingly purchasing a U.S. Treasury TIPS. Based on the current spread between the two
securities, the trader shorts $100 million of the nominal bond and purchases $89.8 million of
TIPS. The trader then starts to question the amount of the hedge due to changes in yields on
TIPS in relation to nominal bonds. He runs a regression and determines from the output that the
nominal yield changes by 1.0274 basis points per basis point change in the real yield. Would
the trader adjust the hedge, and if so, by how much?",,"{'A': 'No', 'B': 'Yes, by $2.46 million (purchase additional TIPS)', 'C': 'Yes, by $2.5 million (sell a portion of the TIPS)', 'D': 'Yes, by $2.11 million (Purchase additional TIPS)'}",B,"$$
MD_n \ast P_n \ast \Delta y_n = MD_r \ast P_r \ast \Delta y_r
$$

$$
MD_n \ast 100 \ast \Delta y_n = MD_r \ast 89.8 \ast \Delta y_r
$$

$$
\Delta y_n = \Delta y_r
$$

$$
\rightarrow MD_n = \frac{89.8}{100} \ast MD_r
$$

The nominal yield changes by 1.0274 basis points per basis point change in the real yield

$$
\rightarrow \frac{\Delta y_n}{1.0274} = \frac{\Delta y_r}{1}
$$

$$
MD_n \ast 100 \ast \Delta y_n = MD_r \ast x \ast \Delta y_r
$$

$$
\frac{89.8}{100} \ast MD_r \ast 100 \ast \Delta y_n = MD_r \ast x \ast \frac{\Delta y_n}{1.0274}
$$

So, $x = 92.26$ million

$$
92.26 \text{ million} - 89.8 \text{ million} = 2.46 \text{ million}
$$

The trader would need to adjust the hedge as follows: \\
$89.8 \text{ million} \times 1.0274 = 92.26 \text{ million}$ \\
Thus, the trader needs to purchase additional TIPS worth $2.46$ million.",醇厚,Math reasoning QA,text only,Easy,"Bond Hedging, Relative Value Trading, Regression Analysis",Market Risk Measurement and Management,Market Risk Measurement and Management1
3073,52,,,"A risk manager is analyzing a 1-day 98% VaR model. Assuming 252 days in a year, what is the
maximum number of daily losses exceeding the 1-day 98% VaR that is acceptable in a 1-year
backtest to conclude, at a 95% confidence level, that the model is calibrated correctly?",,"{'A': '5', 'B': '9', 'C': '10', 'D': '12'}",B,"$$
\frac{x - pT}{\sqrt{p(1 - p)T}} > 1.96
$$

$$
\Rightarrow X > 1.96 \times \sqrt{2\% \times 98\% \times 252} + P \times T = 9.40
$$

So the maximum number of exceedances would be 9 to conclude that the model is calibrated correctly.",醇厚,Math reasoning QA,text only,Easy,"Value-at-Risk (VaR), Backtesting, Confidence Intervals",Market Risk Measurement and Management,Market Risk Measurement and Management1
3091,70,,,"A risk manager is backtesting a sample at the 95% confidence level to see if a VaR model
needs to be recalibrated. He is using 252 daily returns for the sample and discovered 17
exceptions. What is the Z-Score for this sample when conducting VaR model verification?",,"{'A': '0.62', 'B': '1.27', 'C': '1.64', 'D': '2.86'}",B,"$$
Z = \frac{17 - 0.05(252)}{\sqrt{0.05 \times 0.95 \times 252}} = \frac{17 - 12.6}{\sqrt{11.97}} = 1.27
$$",醇厚,Math reasoning QA,text only,Easy,"Quantitative Risk Management, Value at Risk (VaR), Backtesting Models",Market Risk Measurement and Management,Market Risk Measurement and Management1
3093,72,,,"Which of the following statements most likely increases standard errors from coherent risk
measures?",,"{'A': 'Increasing sample size and increasing the left tail probability.', 'B': 'Increasing sample size and decreasing the left tail probability.', 'C': 'Decreasing sample size and increasing the left tail probability.', 'D': 'Decreasing sample size and decreasing the left tail probability.'}",C,"$$
se(q) = \frac{\sqrt{\frac{(p(1-p))}{n}}} {f(q)}
$$

As the left tail probability, $p$, increases, the probability of tail events increases, which also increases the standard error. Mathematically, $p(1- p)$ increases as $p$ increases until $p = 0.5$. Small values of $p$ imply smaller standard errors.",醇厚,Knowledge reasoning QA,text only,Easy,"Sample Size, Left Tail Probability, Standard Errors",Market Risk Measurement and Management,Market Risk Measurement and Management1
3100,79,,,"An analyst is using the delta-normal method to determine the VAR of a fixed income
portfolio. The portfolio contains a long position in 1-year bonds with a $1 million face value
and a 6% coupon that is paid semiannually. The interest rates on 6- and 12-month maturity zero-
coupon bonds are 2% and 2.5%, respectively. Mapping the long position to standard positions in
the 6- and 12-month zeros, respectively, provides which of the following mapped positions?",,"{'A': '$29,703 and $1,004,878.', 'B': '$30,000 and $1,030,000.', 'C': '$29,500 and $975,610.', 'D': '$30,300 and $1,035,000.'}",A,"$$
X_6 = \frac{30000}{1 + \frac{0.02}{2}} = 29703
$$

$$
X_{12} = \frac{1030000}{1 + 0.025} = 1004878
$$",醇厚,Math reasoning QA,text only,Easy,"Value at Risk (VaR), Delta-normal method, Fixed income portfolio management",Market Risk Measurement and Management,Market Risk Measurement and Management1
