ID,Question Number,Share Context,Share Image,Question Text,Image,Options,Answer,Explanation,QA Type,Question Type,Level of Difficulty,Knowledge Topics,General Topics,Book Label
3183,69,,,"If the sample standard deviation is zero, compare with geometric mean, arithmetic mean is:",,"{'A': 'Greater.', 'B': 'Smaller.', 'C': 'The same.'}",C,"Because the sample standard deviation is zero, there is no difference between
geometric mean and arithmetic mean.由于样本标准差为零，几何平均值和算术平均值之间没有差异。",Knowledge reasoning QA,text only,Easy,"Descriptive statistics, Measures of central tendency, Arithmetic vs geometric mean",Quantitative Methods,level1_数量
3184,70,,,"John purchased 60% of the stocks in a portfolio, while Andrew purchased the other 40%. Half
of John’s stock-picks are considered good, while a fourth of Andrew’s are considered to be
good. If a randomly chosen stock is a good one, what is the probability John selected it?",,"{'A': '0.40.', 'B': '0.30.', 'C': '0.75.'}",C,"Using the information of the stock being good, the probability is updated to a
conditional probability: P(John | good) = P(good and John) / P(good). P(good and John) = P(good
| John) × P(John) = 0.5 × 0.6 = 0.3. P(good and Andrew) = 0.25 × 0.40 = 0.10. P(good) =
P(good and John) + P (good and Andrew) = 0.40. P(John | good) = P(good and John) / P(good) =
0.3 / 0.4 = 0.75. 使用股票将处于良好状态的信息，更新概率后，这是一个条件概率: P(John | good) =
P(good and John) / P(good) P(good and John) = P(good | John)×P(John) = 0.5×0.6 = 0.3 P(good
and Andrew) = 0.25×0.40 = 0.10 P(good) = P(good and John) P(good and Andrew) = 0.40 P(John |
good) = P(good and John) / P(good) = 0.3 / 0.4 = 0.75",Math reasoning QA,text only,Easy,"Conditional Probability, Bayes' Theorem, Portfolio Analysis",Quantitative Methods,level1_数量
3187,73,,,"Which of the following best describes how an analyst would estimate the expected value of a
firm under the scenarios of bankruptcy and survivorship? The analyst would use:",,"{'A': 'the addition rule.', 'B': 'conditional expected values.', 'C': 'the total probability rule for expected value.'}",C,"： C is correct. The total probability rule for expected value is used to estimate
an expected value based on mutually exclusive and exhaustive scenarios. ： C正确。 期望值的总概
率规则用于基于互斥和遍历事件估计期望值。",Knowledge reasoning QA,text only,Easy,"Probability, Expected Value, Scenario Analysis",Quantitative Methods,level1_数量
3193,79,,,"When analyzing investment returns, which of the following statements is correct?",,"{'A': 'The geometric mean will exceed the arithmetic mean for a series with non-zero variance.', 'B': 'The geometric mean measures an investment’s compound rate of growth over multiple periods.', 'C': 'The arithmetic mean accurately estimates an investment’s terminal value over multiple'}",B,"B is correct. The geometric mean compounds the periodic returns of every period,
giving the investor a more accurate measure of the terminal value of an investment.",Knowledge reasoning QA,text only,Easy,"Investment Returns Analysis, Geometric Mean, Investment Performance Measurement",Quantitative Methods,level1_数量
3292,25,,,"The liquidity management department of Bank ABC, is estimating liquidity needs for the next
month. Liquidity rises as deposits increase and loans decrease and declines when deposits
decrease and loans increase, therefore the changes in deposits and loans must be forecasted.
For the deposit, the department estimates that the trend component is $1,200, the seasonal
component is $70, and the cyclical component is - $38.Which is the estimated deposit should be
in next month?",,"{'A': '$1380', 'B': '$1092', 'C': '$1232', 'D': '$1168'}",C,"简单法估计一定周期内的存款，考虑趋势性，季节性和周期性。Estimated total deposit =
trend estimate for deposit + seasonal elements + cyclical elements = $1,200 + $70 - $38 =
$1232(0)",Math reasoning QA,text only,Hard,"Liquidity Management, Forecasting Techniques, Components of Time Series",Liquidity and Treasury Risk Measurement,Liquidity and Treasury Risk Measurement and Man2
3294,27,,,"A small commercial bank wants to know the minimum rate of return it has to earn for the next
year. Jack a treasurer from the investing department, starts from the total cost of capital, he
found that next year, all coming funds is $ 400 million, however, 10% of them cannot be
invested, and the current average interest rate is 5%, and operating expense, is about $ 10
million. According to the information above, please help Jack figure out the hurdle rate for
investing.",,"{'A': '7.5%', 'B': '8.3%', 'C': '2.5%', 'D': '5.5%'}",B,"Hurdle rate of return over all earning assets = 

$$
\frac{400 * 5\% + 10}{400 * (1 - 10\%)} = 8.3\%
$$",Math reasoning QA,text only,Hard,"Cost of Capital, Hurdle Rate, Financial Calculation",Liquidity and Treasury Risk Measurement,Liquidity and Treasury Risk Measurement and Man2
3297,30,,,"Important indicators of management's effectiveness are whether or not funds deposited by the
public have been raised at the lowest possible cost and whether sufficient deposits are
available to fund all those loans and projects management wishes to pursue. Which of the
following statements about deposit pricing methods are most appropriate?I. Conditional pricing
is sensitive to the types of customers each depository institution plans to serve and the cost
that serving different types of depositors will present to the offering institution. II.
Marginal revenue should be determined at the beginning when using marginal cost pricing
method.III. Free-pricing may attract too much volatile funds when market rate is high, which
actually adverse to deposit institutions.IV. Relationship pricing promotes greater customer
loyalty and makes the customer more sensitive to the prices posted on services offered by
competing financial firms.",,"{'A': 'I & II', 'B': 'II & III', 'C': 'I, II & III', 'D': 'I, II, III & IV'}",C,"Statement IV：Relationship pricing promotes greater customer loyalty and makes the
customer less  sensitive to the prices posted on services offered by competing financial
firms.(0)",Knowledge reasoning QA,text only,Hard,"Deposit Pricing Methods, Customer Loyalty, Cost Management",Liquidity and Treasury Risk Measurement,Liquidity and Treasury Risk Measurement and Man2
3298,31,,,"Deposits provide much of the raw material for making loans and, thus, may represent the
ultimate source of profits and growth for a depository institution. A deposit manager is trying
to make the appropriate interest rate for deposits in order to balance the cost and profit.
Among the following statements, which is correct?",,"{'A': 'The optimal interest rate should be determined when marginal cost rate equals to marginal\nrevenue rate.', 'B': 'Margin cost rate decrease at first and increases as the rises of interest rate.', 'C': 'Higher interest rate should always be taken therefore to appeal more deposits.', 'D': 'Amount of profit earned always decreases when interest rate increases.'}",A,"用边际成本的方法确定存款价格。随着存款利率的上升，利润额先增加后减少，当边际成本率
等于边际收益率的时候，利润额达到最大，此时的对应存款利率为最优利率。边际成本利率随着存款利率的
增加而增加，高利率也意味这高成本，并不是越高越好。(0)",Knowledge reasoning QA,text only,Hard,"Marginal cost pricing, Profit maximization, Interest rate risk",Liquidity and Treasury Risk Measurement,Liquidity and Treasury Risk Measurement and Man2
3321,12,,,Which of the following statements is TRUE about the role of internal audit in stress test governance?,,"{'A': 'A. Internal audit should independently assess each stress test used', 'B': ""B.B. Internal audit is the 'first line of defense' in stress testing governance"", 'C': 'C. Internal audit should have full knowledge of all stress-test details', 'D': 'D. Internal audit should assess the expertise and roles and responsibilities of the staff involved in stress-testing activities'}",D,Internal audit should assess the expertise and roles and responsibilities of the staff involved in stress-testing activities.,Knowledge reasoning QA,text only,Easy,"Internal audit, Stress testing governance",Valuation and Risk Models,Validation and Risk Models1
3322,13,,,The 6-month forward rate on an investment that matures in 1.5 years is closest to:,./dataset/images/ValuationandRiskModels1_images/13u.png,"{'A': 'A. 2.50%', 'B': 'B. 2.75%', 'C': 'C. 3.00%', 'D': 'D. 3.25%'}",C,"参考答案: C

The solution is as follows:

$$
\left( 1 + \frac{1.8\%}{2} \right)^2 \times \left(1 + \frac{F}{2} \right)^1 = \left( 1 + \frac{2.2\%}{2} \right)^3
$$

$$
\Rightarrow F = 3\%
$$",Math reasoning QA,text only,Easy,"Forward rate, Interest rates",Valuation and Risk Models,Validation and Risk Models1
3323,14,,,"Assuming the 92-day and 274-day interest rate is 8% (act/360, money market yield), compute the 182-day forward rate starting in 92 days (act/360, money market yield).",,"{'A': 'A. 7.8%', 'B': 'B. 8.0%', 'C': 'C. 8.2%', 'D': 'D. 8.4%'}",B,"Because the two spot rates are equal to 8 percent, the implied forward rate also has to be 8 percent.",Math reasoning QA,text only,Easy,"Forward rate, Interest rates",Valuation and Risk Models,Validation and Risk Models1
3324,15,,,"A $10 million Treasury bond (note) with a 10-year maturity pays semi-annual coupons at a coupon rate of 4.0% per annum. If the bond is fully 'stripped' such that STRIPS are created, each of the following is TRUE except:",,"{'A': 'A. The stripping creates 21 zero-coupon bonds', 'B': 'B. Each of the C-STRIPS and the P-STRIP implies an exact spot (a.k.a., zero) interest rate', 'C': 'C. The duration of the P-STRIP is greater than the duration of the original Treasury bond', 'D': 'D. The C-STRIPS each have durations near to zero'}",D,"The C-STRIPS are not floating-rate notes, they are zero-coupon bonds corresponding to the respective coupons. So, in this case, the twenty C-STRIPS have Macaulay durations of: 0.5, 1.0, 1.5,... In regard to (A), (B), and (C), each is TRUE about the STRIPS. In regard to (A), the bonds twenty coupons (10 years × 2 coupons/year) create 20 CSTRIPS plus the principal repayment creates a single P-STRIP.",Knowledge reasoning QA,text only,Easy,"STRIPS, Bond stripping, Macaulay duration",Valuation and Risk Models,Validation and Risk Models1
3325,16,,,Each of the following is necessarily TRUE about a bond’s yield-to-maturity (YTM) EXCEPT:,,"{'A': 'A. A bond that sells at a premium to par has a yield (YTM) that is less than its coupon rate', 'B': 'B. A bond that sells at a discount to par has a yield (YTM) that is greater than its coupon rate', 'C': 'C. The yield (YTM) of a zero-coupon bond equals the spot (zero) rate of the bond’s maturity', 'D': 'D. If the same term structure of spot rates applies to two bonds with identical maturities, the bond with the higher yield (YTM) is a superior investment'}",D,"This ignores the coupon effect. Fairly priced bonds will have various yields. In regard to (A), (B), and (C), each is TRUE.",Knowledge reasoning QA,text only,Easy,"Yield to maturity, Bond pricing",Valuation and Risk Models,Validation and Risk Models1
3327,18,,,"Consider the following, a 7-year zero-coupon bond carries an annual yield of 6.75% and a 6-year zero-coupon bond carries an annual yield of 5.87%. Calculate the 1 year forward rate 6 years from now. Assume annual compounding.",,"{'A': 'A. 6.31%', 'B': 'B. 12.03%', 'C': 'C. 12.19%', 'D': 'D. 12.62%'}",C,"The solution is as follows:

$$
(1 + 6.75\%)^7 = (1 + 5.87\%)^6 \times (1 + F_{6,7}) \Rightarrow F_{6,7} = 12.19\%
$$",Math reasoning QA,text only,Easy,"Forward rate, Zero-coupon bond yield",Valuation and Risk Models,Validation and Risk Models1
3329,20,,,"For purposes of computing the market risk of a US Treasury Bond portfolio, it is easiest to measure:",,"{'A': 'A. Yield volatility because yields have positive skewness.', 'B': 'B. Price volatility because bond prices are positively correlated.', 'C': 'C. Yield volatility for bonds sold at a discount and price volatility for bonds sold at a premium to par.', 'D': 'D. Yield volatility because it remains more constant over time than price volatility, which must approach zero as the bond approaches maturity.'}",D,"Because prices must converge to the bond’s maturity value, the volatility of yields provides a more accurate risk assessment.",Knowledge reasoning QA,text only,Easy,"Market risk, Yield volatility",Valuation and Risk Models,Validation and Risk Models1
3371,8,,,"For risk culture to be effective, there should be a proper tradeoff between risk-taking and
control. Too much strict regulation and actions taken to completely eliminate risk is
unrealistic. At the same time, the fear of making mistakes by company personnel only leads to
inaction. So, an effective or sound risk culture should balance between risk-taking and
maintaining an appropriate level of control. Which of the following is not a Characteristic of
a strong risk culture ?",,"{'A': 'A strong risk culture encompasses an ongoing, dynamic, and formal as well as informal\nprocess. It keeps evolving over time with shifts in external and internal factors that affect\nthe behaviors and decisions of the personnel of an organization.', 'B': 'Sound risk culture is an integral part of a business and is not linked to supervision alone.', 'C': 'Establishing a healthy risk culture is a system that deals with just the enhancement of\ntechnical skills rather than a collective process.', 'D': 'In a healthy risk culture, the concept of complying with compliance is replaced by compliance'}",C,"Establishing a healthy risk culture is a collective process rather than a system
that deals with just the enhancement of technical skills.建立一个健康的风险文化是一个系统过程
，而不是一个只涉及提高技术技能的系统。",Knowledge reasoning QA,text only,Easy,"Risk Culture, Organizational Behavior, Corporate Governance",Operational Risk and Resiliency,Operational Riskand Resiliency1
3372,9,,,"A bank credit officer, who has reviewed a loan application, has made the following statement:
“On a standalone basis, I was not very keen on granting this loan however, I granted this loan
after looking at the overall asset portfolio of the bank.” Based on the above statement, which
of the following is true.",,"{'A': 'The correlation of the newly granted loan with the overall portfolio is low and therefore the\ncredit officer was right in granting the loan.', 'B': 'The correlation of the newly granted loan with the overall portfolio is low and therefore the\ncredit officer was wrong in granting the loan.', 'C': 'The correlation of the newly granted loan with the overall portfolio is high and therefore\nthe credit officer was right in granting the loan.', 'D': 'The correlation of the newly granted loan with the overall portfolio is high and therefore'}",A,"A Correct. The risk of a loan at the portfolio level is guided by both its
systematic risk and unsystematic risk. Therefore low correlation of the new loan with the
overall existing portfolio make it better investment decision due to diversifications benefits.
Therefore, the credit officer was right in his reasoning.A是正确的。在投资组合层面上，贷款的风
险由其系统性风险和非系统性风险共同引导。因此，由于新贷款与现有投资组合的相关性较低，使其具有分
散化效果，从而使其成为更好的投资决策。因此，信贷员的推理是正确的。",Knowledge reasoning QA,text only,Easy,"Credit Risk Management, Portfolio Diversification, Correlation and Risk Management",Operational Risk and Resiliency,Operational Riskand Resiliency1
